0.000000000000000000e+00 4.000000000000000222e-01 6.625394000000000005e+00 1.173519000000000005e+02
1.000000000000000000e+00 5.999999999999999778e-01 2.416332000000000146e+00 1.101822999999999979e+02
2.000000000000000000e+00 8.000000000000000444e-01 2.129100000000000215e+00 1.093673000000000002e+02
3.000000000000000000e+00 1.000000000000000000e+00 2.094514000000000209e+00 1.061899000000000086e+02
5.000000000000000000e+00 1.199999999999999956e+00 2.660252999999999979e+00 1.035164999999999935e+02
6.000000000000000000e+00 1.399999999999999911e+00 4.006039999999999601e+00 1.002423000000000002e+02
7.000000000000000000e+00 1.600000000000000089e+00 3.710393999999999970e+00 1.004932999999999907e+02
8.000000000000000000e+00 1.800000000000000044e+00 2.229207000000000161e+00 9.890158999999999878e+01
9.000000000000000000e+00 2.000000000000000000e+00 4.238729999999999443e+00 9.986535999999999547e+01
1.000000000000000000e+01 2.200000000000000178e+00 8.469878999999998825e+00 9.771295000000000641e+01
1.100000000000000000e+01 2.399999999999999911e+00 4.027463000000000015e+00 9.798690999999999462e+01
1.300000000000000000e+01 2.600000000000000089e+00 2.389464999999999950e+00 9.734233000000000402e+01
1.400000000000000000e+01 2.799999999999999822e+00 2.812163999999999664e+00 9.864852999999999383e+01
1.500000000000000000e+01 3.000000000000000000e+00 3.256127000000000216e+00 9.909977999999999554e+01
1.600000000000000000e+01 3.200000000000000178e+00 3.271467000000000347e+00 9.936558999999999742e+01
1.800000000000000000e+01 3.399999999999999911e+00 3.115466999999999764e+00 9.714709000000000572e+01
1.900000000000000000e+01 3.600000000000000089e+00 3.124786999999999981e+00 9.829748000000000729e+01
2.100000000000000000e+01 3.799999999999999822e+00 6.258167000000000257e+00 9.964243000000000450e+01
2.200000000000000000e+01 4.000000000000000000e+00 3.396948999999999774e+00 9.806761000000000195e+01
2.300000000000000000e+01 4.200000000000000178e+00 4.411815999999999960e+00 9.839567999999999870e+01
2.400000000000000000e+01 4.400000000000000355e+00 3.647273999999999905e+00 9.834329999999999927e+01
2.500000000000000000e+01 4.599999999999999645e+00 4.404849999999999710e+00 9.911817999999999529e+01
2.700000000000000000e+01 4.799999999999999822e+00 4.352090999999999710e+00 1.000874999999999915e+02
2.800000000000000000e+01 5.000000000000000000e+00 4.730287999999999826e+00 9.952619999999998868e+01
2.900000000000000000e+01 5.200000000000000178e+00 5.263138999999999790e+00 1.003910999999999945e+02
3.000000000000000000e+01 5.400000000000000355e+00 5.077295000000000336e+00 9.955458000000000141e+01
3.100000000000000000e+01 5.599999999999999645e+00 5.345895999999999759e+00 1.001456000000000017e+02
3.200000000000000000e+01 5.799999999999999822e+00 4.730436000000000085e+00 9.982939000000000362e+01
3.300000000000000000e+01 6.000000000000000000e+00 5.301150999999999947e+00 9.969682000000000244e+01
3.400000000000000000e+01 6.200000000000000178e+00 5.531837000000000337e+00 1.004164999999999992e+02
3.500000000000000000e+01 6.400000000000000355e+00 5.605754999999999377e+00 1.007430999999999983e+02
3.600000000000000000e+01 6.599999999999999645e+00 5.884948000000000512e+00 1.013717999999999932e+02
3.700000000000000000e+01 6.799999999999999822e+00 5.937501000000000140e+00 1.010429999999999922e+02
3.800000000000000000e+01 7.000000000000000000e+00 5.844206999999999930e+00 1.020289999999999964e+02
3.900000000000000000e+01 7.200000000000000178e+00 6.015119000000000327e+00 1.007942000000000036e+02
4.000000000000000000e+01 7.400000000000000355e+00 6.223705999999999960e+00 1.007330000000000041e+02
4.100000000000000000e+01 7.599999999999999645e+00 6.502396000000000065e+00 1.018509999999999991e+02
4.200000000000000000e+01 7.799999999999999822e+00 6.380968000000000195e+00 1.025037000000000091e+02
4.300000000000000000e+01 8.000000000000000000e+00 6.591389999999999638e+00 1.023373999999999882e+02
4.400000000000000000e+01 8.199999999999999289e+00 7.030863000000000085e+00 1.019547999999999917e+02
4.500000000000000000e+01 8.400000000000000355e+00 6.836228000000000193e+00 1.019179000000000030e+02
4.600000000000000000e+01 8.599999999999999645e+00 6.347080000000000055e+00 1.012633000000000010e+02
4.700000000000000000e+01 8.800000000000000711e+00 6.587089999999999890e+00 1.026081999999999965e+02
4.800000000000000000e+01 9.000000000000000000e+00 7.187949999999999839e+00 1.018802999999999912e+02
4.900000000000000000e+01 9.199999999999999289e+00 7.232279999999999376e+00 1.028610999999999933e+02
