0.000000000000000000e+00 5.000000000000000000e-01 2.133896876475728632e+01 2.182945302908721885e+02
1.000000000000000000e+00 5.000000000000000000e-01 1.516498701631532420e+01 1.958796421062050968e+02
2.000000000000000000e+00 5.000000000000000000e-01 9.722710973218926966e+00 1.641122401423160397e+02
3.000000000000000000e+00 5.000000000000000000e-01 1.083762434730386204e+01 1.479611468848622451e+02
4.000000000000000000e+00 2.000000000000000000e+00 1.340038324152247640e+01 1.708700223140612025e+02
5.000000000000000000e+00 2.000000000000000000e+00 9.778806527109585645e+00 1.786236474775428178e+02
6.000000000000000000e+00 2.000000000000000000e+00 7.035261802751324289e+00 1.730044047127845204e+02
7.000000000000000000e+00 2.000000000000000000e+00 7.633537467481311900e+00 1.564066388241604955e+02
8.000000000000000000e+00 2.000000000000000000e+00 1.536113274603605916e+01 2.452567943938286419e+02
9.000000000000000000e+00 2.000000000000000000e+00 7.988266811349974184e+00 1.693591798702689175e+02
1.000000000000000000e+01 2.000000000000000000e+00 1.937810030736524780e+01 1.723304896230641248e+02
1.100000000000000000e+01 2.000000000000000000e+00 7.162478806476761939e+00 1.502670925881978690e+02
1.200000000000000000e+01 8.000000000000000000e+00 8.575844121996862413e+00 1.719225819844814112e+02
1.300000000000000000e+01 8.000000000000000000e+00 1.386270703173076413e+01 1.844207131135197528e+02
1.400000000000000000e+01 8.000000000000000000e+00 1.170310213578517633e+01 1.645357352648817084e+02
1.500000000000000000e+01 8.000000000000000000e+00 1.084546928934736165e+01 1.517259878035150109e+02
1.600000000000000000e+01 8.000000000000000000e+00 8.683690780993416070e+00 1.317170147065837114e+02
1.700000000000000000e+01 3.200000000000000000e+01 1.084448949339382828e+01 1.633068350258905923e+02
1.800000000000000000e+01 3.200000000000000000e+01 1.144903853423962126e+01 1.595512645639776679e+02
1.900000000000000000e+01 3.200000000000000000e+01 9.153027009023412930e+00 1.268843818550218714e+02
2.000000000000000000e+01 1.280000000000000000e+02 1.267727597348148194e+01 1.437521414111048159e+02
2.100000000000000000e+01 1.280000000000000000e+02 2.290235311237119120e+01 1.834292813605649428e+02
2.200000000000000000e+01 1.280000000000000000e+02 1.358135277807189745e+01 1.791926886913713020e+02
2.300000000000000000e+01 1.280000000000000000e+02 1.651264560664858649e+01 3.889585283451731925e+02
2.400000000000000000e+01 1.280000000000000000e+02 1.168827808842344496e+01 1.357147904757328831e+02
2.500000000000000000e+01 1.280000000000000000e+02 9.143460413245543705e+00 1.298543863217603587e+02
2.600000000000000000e+01 5.120000000000000000e+02 1.400774449866659488e+01 1.904390426438028214e+02
2.700000000000000000e+01 5.120000000000000000e+02 2.338208494758909595e+01 2.001722901041752891e+02
2.800000000000000000e+01 5.120000000000000000e+02 2.184418041153302426e+01 2.000427611462909567e+02
2.900000000000000000e+01 5.120000000000000000e+02 2.131881029488870993e+01 2.011639750659332435e+02
3.000000000000000000e+01 5.120000000000000000e+02 2.032721806063160841e+01 1.785839621462152422e+02
3.100000000000000000e+01 5.120000000000000000e+02 1.710873203048661750e+01 1.777038012281096258e+02
3.200000000000000000e+01 5.120000000000000000e+02 1.692052998806104824e+01 2.258308334248332017e+02
3.300000000000000000e+01 5.120000000000000000e+02 1.695513708417699306e+01 1.760592562215366002e+02
3.400000000000000000e+01 5.120000000000000000e+02 2.006000855758841084e+01 1.510869120228070415e+02
3.500000000000000000e+01 5.120000000000000000e+02 1.942070698915390281e+01 1.758571391717115944e+02
3.600000000000000000e+01 5.120000000000000000e+02 1.662685453743110386e+01 1.455550488318335738e+02
3.700000000000000000e+01 5.120000000000000000e+02 1.713307966804395122e+01 1.438467233938142158e+02
3.800000000000000000e+01 5.120000000000000000e+02 1.751094919238603964e+01 1.386409400216136873e+02
3.900000000000000000e+01 5.120000000000000000e+02 1.913693372707392015e+01 1.510248955826248221e+02
4.000000000000000000e+01 5.120000000000000000e+02 2.007715477789903247e+01 1.364506139703729275e+02
4.100000000000000000e+01 5.120000000000000000e+02 1.872524057425182065e+01 1.467315177113827360e+02
4.200000000000000000e+01 5.120000000000000000e+02 1.868963584081887319e+01 1.440450941812972587e+02
4.300000000000000000e+01 5.120000000000000000e+02 1.920608759785637432e+01 1.518051199358156396e+02
4.400000000000000000e+01 5.120000000000000000e+02 2.023143506238895384e+01 1.535574623607913054e+02
4.500000000000000000e+01 5.120000000000000000e+02 2.082257624822348774e+01 1.516408308358266197e+02
4.600000000000000000e+01 5.120000000000000000e+02 1.960780785479996524e+01 1.426846031987597030e+02
4.700000000000000000e+01 5.120000000000000000e+02 1.873995346719897981e+01 1.400453824278308446e+02
4.800000000000000000e+01 5.120000000000000000e+02 2.052053701187627155e+01 1.528480158073298298e+02
4.900000000000000000e+01 5.120000000000000000e+02 2.095020460500438020e+01 1.375485107747741154e+02
