0.316882 3.38179
0.366320 4.34076
0.420488 4.66962
0.495929 5.61490
0.620412 6.54656
0.598858 5.82200
0.689845 6.98733
0.808831 7.50207
0.931721 8.08127
1.13175 8.62430
1.67972 8.54339
2.22294 8.03809
2.77854 7.61559
3.17440 7.19014
3.72193 6.74101
4.79542 6.19645
6.25179 5.73941
7.67494 5.12063
10.3172 4.87921
12.0967 4.35783
15.7705 4.08761
17.9945 3.61036
23.5645 3.14706
31.9879 2.78824
40.2538 2.53236
65.5029 2.06936
83.5958 1.75417
97.4387 1.73135
